id,hobby,degree,major,desiredJob,projectExperience,skills
4328,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Product manager']","[False, False, True, False, False, False, False, False, False, False, False]",[]
4995,False,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'JavaScript', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'SQLite', 'Android', 'Linux', 'Android Studio', 'Atom', 'Eclipse', 'NetBeans', 'Notepad++', 'Vim', 'Windows']"
5072,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Designer', 'Desktop or enterprise applications developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['Java', 'JavaScript', 'HTML', 'CSS', 'Cassandra', 'SQL Server', 'MySQL', 'PostgreSQL', 'Oracle', 'Windows Desktop or Server', 'Atom', 'Eclipse', 'Notepad++', 'Windows']"
5355,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, True, False, False, False, False, False, False, False, False, False]","['Java', 'JavaScript', 'Python', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Apache HBase', 'Apache Hive', 'Linux', 'IntelliJ', 'Vim', 'Linux-based']"
5591,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'SQL', 'TypeScript', 'MongoDB', 'Redis', 'MariaDB', 'Memcached', 'Atom', 'Eclipse', 'Sublime Text', 'MacOS']"
5885,True,"[False, False, False, True, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data scientist or machine learning specialist']","[False, False, False, False, False, False, False, False, False, False, True]","['C', 'C++', 'Python', 'Cassandra', 'Redis', 'Elasticsearch', 'Linux', 'Windows Desktop or Server', 'Eclipse', 'IPython / Jupyter', 'PyCharm', 'Vim', 'Visual Studio', 'Linux-based']"
6567,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Educator or academic researcher', 'Embedded applications or devices developer', 'Mobile developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C++', 'CoffeeScript', 'Java', 'JavaScript', 'Python', 'Ruby', 'Scala', 'Kotlin', 'CSS', 'PostgreSQL', 'Android', 'Arduino', 'AWS', 'Heroku', 'Linux', 'Raspberry Pi']"
6961,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['JavaScript', 'PHP', 'Ruby', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'Atom', 'Sublime Text', 'Vim', 'MacOS']"
8133,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'JavaScript', 'Objective-C', 'Swift', 'HTML', 'CSS', 'MongoDB', 'Google Cloud Storage', 'iOS', 'Firebase', 'Visual Studio', 'Visual Studio Code', 'Xcode', 'MacOS']"
9631,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Educator or academic researcher'],"[False, False, False, False, False, False, False, True, False, False, False]","['Java', 'JavaScript', 'PHP', 'SQL', 'HTML', 'CSS', 'MySQL', 'SQLite', 'Oracle', 'Android', 'AWS', 'Windows Desktop or Server', 'Eclipse', 'IPython / Jupyter', 'Notepad++', 'PyCharm', 'Sublime Text', 'Visual Studio Code', 'Windows']"
10753,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]",['Embedded applications or devices developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Assembly', 'C', 'C#', 'NetBeans', 'Visual Studio', 'Windows']"
11135,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer', 'Mobile developer', 'QA or test developer', 'System administrator']","[False, False, False, False, False, False, False, False, False, True, False]","['C#', 'Java', 'Objective-C', 'PHP', 'Python', 'SQL', 'Swift', 'VB.NET', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'Android', 'Arduino', 'iOS', 'Linux', 'Mac OS', 'Raspberry Pi', 'Windows Desktop or Server', 'Android Studio', 'Atom', 'Eclipse', 'Emacs', 'NetBeans', 'Notepad++', 'PHPStorm', 'Sublime Text', 'Vim', 'Visual Studio', 'Visual Studio Code', 'Xcode', 'Windows']"
11797,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Back-end developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['Python', 'SQL', 'MongoDB', 'PostgreSQL', 'Amazon RDS/Aurora', 'Elasticsearch', 'AWS', 'Sublime Text', 'Vim', 'Linux-based']"
12034,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'PHP', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'Linux', 'WordPress', 'Eclipse', 'IntelliJ', 'Notepad++', 'PHPStorm', 'Sublime Text', 'Vim', 'Windows']"
12216,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Front-end developer', 'Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, True, False]",[]
12671,False,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, False, True, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, True, False, False, False]",[]
13158,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Desktop or enterprise applications developer', 'Front-end developer', 'Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C', 'C++', 'Clojure', 'Java', 'JavaScript', 'Objective-C', 'Python', 'Swift', 'VB.NET', 'Visual Basic 6', 'HTML', 'CSS', 'Bash/Shell', 'Android', 'Android Studio', 'Sublime Text', 'Windows']"
13254,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]",['Full-stack developer'],"[False, False, False, True, False, False, False, False, False, False, False]","['Java', 'JavaScript', 'Ruby', 'SQL', 'HTML', 'Bash/Shell', 'Oracle', 'Elasticsearch', 'Linux', 'IntelliJ', 'Windows']"
13534,False,"[False, True, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Front-end developer', 'Full-stack developer', 'System administrator']","[True, False, False, False, False, False, False, False, False, False, False]","['C#', 'Java', 'JavaScript', 'PHP', 'SQL', 'HTML', 'SQL Server', 'MySQL', 'Android', 'Arduino', 'Linux', 'Windows Desktop or Server', 'Visual Studio', 'Visual Studio Code', 'Windows']"
13758,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]",['Full-stack developer'],"[True, False, False, False, False, False, False, False, False, False, False]","['C', 'C++', 'C#', 'JavaScript', 'SQL', 'VB.NET', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'MariaDB', 'Raspberry Pi', 'Windows Desktop or Server', 'Atom', 'Notepad++', 'Visual Studio', 'Visual Studio Code', 'Windows']"
14026,True,"[False, True, False, False, False, False, False, False]","[False, False, True, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, True, False]","['Clojure', 'Go', 'Android', 'Android Studio', 'Linux-based']"
14954,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'C-suite executive (CEO, CTO, etc.)', 'Data scientist or machine learning specialist', 'DevOps specialist', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, True, False, False, False, False, False]","['C++', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'Redis', 'MySQL', 'PostgreSQL', 'MariaDB', 'Memcached', 'Amazon RDS/Aurora', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'Elasticsearch', 'AWS', 'Azure', 'Google Cloud Platform/App Engine', 'Heroku', 'Linux', 'Mac OS', 'Raspberry Pi', 'WordPress', 'Android Studio', 'IntelliJ', 'IPython / Jupyter', 'Notepad++', 'PHPStorm', 'PyCharm', 'Sublime Text', 'Vim', 'Linux-based']"
15151,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C', 'C++', 'C#', 'Elasticsearch', 'Windows Desktop or Server', 'Eclipse', 'Visual Studio', 'Visual Studio Code', 'Windows']"
15251,True,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, True, False, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'Ruby', 'SQL', 'VBA', 'HTML', 'CSS', 'SQL Server', 'Android', 'Windows Desktop or Server', 'Android Studio', 'Atom', 'Notepad++', 'Visual Studio', 'Visual Studio Code', 'Windows']"
15556,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, True, False]",[]
16095,False,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'JavaScript', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'PostgreSQL', 'Eclipse', 'IntelliJ', 'Windows']"
16614,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Data scientist or machine learning specialist', 'Front-end developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C', 'C++', 'C#', 'VBA', 'VB.NET', 'Visual Basic 6', 'SQL Server', 'Windows Desktop or Server', 'Windows Phone', 'Visual Studio', 'Visual Studio Code', 'Windows']"
17242,True,"[False, False, True, False, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]","['Back-end developer', 'Data scientist or machine learning specialist', 'DevOps specialist', 'Front-end developer', 'Full-stack developer']","[False, True, False, False, False, False, False, False, False, False, False]","['Assembly', 'Java', 'JavaScript', 'Python', 'SQL', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'MySQL', 'PostgreSQL', 'SQLite', 'Oracle', 'AWS', 'Linux', 'Windows Desktop or Server', 'Eclipse', 'IntelliJ', 'IPython / Jupyter', 'Notepad++', 'Vim', 'Visual Studio', 'Windows']"
17919,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Educator or academic researcher'],"[False, True, False, False, False, False, False, False, False, False, False]","['C', 'Java', 'Matlab', 'PHP', 'Python', 'CSS', 'MySQL', 'Oracle', 'Linux', 'Atom', 'Sublime Text', 'Vim', 'Linux-based']"
18312,True,"[False, False, True, False, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]",['Data scientist or machine learning specialist'],"[False, False, True, False, False, False, False, False, False, False, False]","['Julia', 'Python', 'R', 'VBA', 'Bash/Shell', 'SQLite', 'Apache Hive']"
18330,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, True, False]","['Front-end developer', 'Full-stack developer']","[True, False, False, False, False, False, False, False, False, False, False]","['JavaScript', 'PHP', 'Ruby', 'SQL', 'HTML', 'CSS', 'MongoDB', 'PostgreSQL', 'Heroku', 'Mac OS', 'WordPress', 'Firebase', 'Atom', 'MacOS']"
18677,True,"[False, False, False, True, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, True, False]",['Data scientist or machine learning specialist'],"[False, True, False, False, False, False, False, False, False, False, False]","['Python', 'R', 'Scala', 'SQL', 'Bash/Shell', 'MySQL', 'Apache Hive', 'Atom', 'IPython / Jupyter', 'RStudio', 'MacOS']"
18799,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]",[]
18970,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Desktop or enterprise applications developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'JavaScript', 'SQL', 'VB.NET', 'HTML', 'CSS', 'SQL Server', 'Windows Desktop or Server', 'Notepad++', 'Visual Studio', 'Windows']"
19126,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Front-end developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'JavaScript', 'HTML', 'CSS', 'Linux', 'Windows Desktop or Server', 'IntelliJ', 'Notepad++', 'Windows']"
19814,False,"[False, False, True, False, False, False, False, False]","[False, False, False, True, False, False, False, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C++', 'C#', 'Java', 'Matlab', 'Python', 'Arduino', 'Linux', 'Raspberry Pi', 'Windows Desktop or Server', 'IPython / Jupyter', 'Notepad++', 'PyCharm', 'Visual Studio', 'Windows']"
20020,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]",['Full-stack developer'],"[False, True, False, False, False, False, False, False, False, False, False]","['Java', 'JavaScript', 'PHP', 'SQL', 'HTML', 'CSS', 'MySQL', 'Google Cloud Platform/App Engine', 'Android Studio', 'Atom', 'Eclipse', 'Notepad++', 'Sublime Text', 'Linux-based']"
20042,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Designer', 'Front-end developer', 'Full-stack developer', 'Mobile developer']","[False, False, False, False, False, False, False, False, False, True, False]","['C', 'C++', 'C#', 'Java', 'JavaScript', 'SQL', 'Swift', 'CSS', 'PostgreSQL', 'Oracle', 'Linux', 'Windows Desktop or Server', 'IntelliJ', 'Notepad++', 'Vim', 'Visual Studio', 'Visual Studio Code', 'Linux-based']"
20351,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Embedded applications or devices developer', 'Mobile developer']","[False, True, False, False, False, False, False, False, False, False, False]","['Go', 'Java', 'Bash/Shell', 'MySQL', 'Amazon RDS/Aurora', 'Amazon Echo', 'Android', 'Google Home', 'Firebase', 'Android Studio', 'Sublime Text', 'Vim', 'MacOS']"
21016,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['C#', 'JavaScript', 'SQL', 'SQL Server', 'Notepad++', 'Visual Studio', 'Windows']"
21317,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Full-stack developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['Java', 'JavaScript', 'Scala', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Apache HBase', 'Apache Hive']"
21737,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Data or business analyst', 'Data scientist or machine learning specialist', 'Engineering manager', 'Product manager']","[False, True, False, False, False, False, False, False, False, False, False]","['C#', 'Python', 'SQL Server', 'Amazon DynamoDB', 'Amazon Redshift', 'Neo4j', 'AWS', 'Azure', 'Visual Studio', 'Visual Studio Code', 'Windows']"
22095,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]",['Back-end developer'],"[False, False, False, False, False, False, False, False, False, False, True]","['SQL', 'Cobol', 'IBM Db2', 'Mainframe', 'Notepad++', 'Windows']"
22259,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Designer', 'Front-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, True, False, False, False]","['JavaScript', 'PHP', 'Python', 'SQL', 'HTML', 'CSS', 'MySQL', 'MariaDB', 'Android Studio', 'Atom', 'Notepad++', 'Sublime Text', 'Visual Studio Code', 'Windows']"
22302,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Data or business analyst', 'Desktop or enterprise applications developer', 'Front-end developer', 'Mobile developer']","[False, True, False, False, False, False, False, False, False, False, False]","['C#', 'JavaScript', 'Objective-C', 'PHP', 'SQL', 'Delphi/Object Pascal', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'PostgreSQL', 'SQLite', 'Oracle', 'Android', 'AWS', 'iOS', 'Mac OS', 'Raspberry Pi', 'Windows Desktop or Server', 'Windows Phone', 'WordPress', 'Android Studio', 'Atom', 'Notepad++', 'Visual Studio', 'Visual Studio Code', 'Xcode', 'Windows']"
22640,False,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, True, False]",['Data or business analyst'],"[False, False, False, False, False, False, False, True, False, False, False]","['C++', 'Matlab', 'Python', 'R', 'SQL', 'MySQL', 'Amazon DynamoDB', 'Apache Hive', 'Amazon RDS/Aurora', 'Google Cloud Storage', 'AWS', 'Google Cloud Platform/App Engine', 'IBM Cloud or Watson', 'IPython / Jupyter', 'RStudio']"
22950,False,"[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Embedded applications or devices developer', 'Front-end developer', 'Mobile developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'SQL', 'VB.NET', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'PostgreSQL', 'IBM Db2', 'Android', 'Windows Desktop or Server', 'Windows Phone', 'Notepad++', 'Visual Studio', 'Windows']"
23815,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'C-suite executive (CEO, CTO, etc.)', 'Data or business analyst', 'Front-end developer', 'Full-stack developer', 'Product manager']","[False, True, False, False, False, False, False, False, False, False, False]","['JavaScript', 'PHP', 'SQL', 'HTML', 'CSS', 'MongoDB', 'Redis', 'MySQL', 'PostgreSQL', 'Elasticsearch', 'Sublime Text', 'Vim', 'MacOS']"
24198,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]",['Mobile developer'],"[False, False, False, False, False, False, False, False, False, True, False]","['Java', 'Kotlin', 'SQLite', 'Android', 'Firebase', 'Android Studio', 'Notepad++', 'Visual Studio Code', 'Windows']"
24448,True,"[True, False, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Database administrator', 'Desktop or enterprise applications developer', 'Full-stack developer', 'QA or test developer']","[False, False, False, False, False, False, False, True, False, False, False]","['C#', 'Java', 'JavaScript', 'SQL', 'VBA', 'VB.NET', 'Visual Basic 6', 'HTML', 'CSS', 'SQL Server', 'MySQL', 'Microsoft Azure (Tables, CosmosDB, SQL, etc)', 'Android', 'Azure', 'Windows Desktop or Server', 'IntelliJ', 'Notepad++', 'PHPStorm', 'Sublime Text', 'Visual Studio', 'Visual Studio Code', 'Windows']"
24551,True,"[False, True, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False, False, False, False, False]","['Back-end developer', 'Front-end developer', 'Full-stack developer']","[False, False, False, True, False, False, False, False, False, False, False]","['JavaScript', 'Python', 'Scala', 'Swift', 'HTML', 'CSS', 'Cassandra', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite', 'Elasticsearch', 'AWS', 'Atom', 'IntelliJ', 'IPython / Jupyter', 'PyCharm', 'TextMate', 'Vim', 'MacOS']"
25061,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Desktop or enterprise applications developer', 'Front-end developer']","[False, False, False, True, False, False, False, False, False, False, False]","['C#', 'Java', 'JavaScript', 'Python', 'Scala', 'SQL', 'Delphi/Object Pascal', 'HTML', 'CSS', 'Bash/Shell', 'SQL Server', 'SQLite', 'Windows Desktop or Server', 'Eclipse', 'Notepad++', 'PyCharm', 'Visual Studio', 'Visual Studio Code', 'Windows']"
25204,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Back-end developer', 'Full-stack developer']","[False, False, False, False, False, False, False, False, False, False, True]","['JavaScript', 'Scala', 'TypeScript', 'HTML', 'CSS', 'MongoDB', 'Redis', 'AWS', 'Firebase', 'IntelliJ', 'Sublime Text', 'Visual Studio Code', 'MacOS']"
25419,True,"[False, False, True, False, False, False, False, False]","[False, False, False, False, False, True, False, False, False, False, False, False]","['Back-end developer', 'Embedded applications or devices developer', 'Engineering manager', 'Full-stack developer', 'System administrator']","[False, False, False, False, False, False, False, False, False, False, True]","['C', 'Groovy', 'Java', 'JavaScript', 'Python', 'HTML', 'CSS', 'Bash/Shell', 'PostgreSQL', 'Amazon RDS/Aurora', 'Arduino', 'AWS', 'ESP8266', 'Linux', 'Mac OS', 'Raspberry Pi', 'IntelliJ', 'IPython / Jupyter', 'Sublime Text', 'MacOS']"
25785,True,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, False, False, False, False, False, True]",['Front-end developer'],"[False, True, False, False, False, False, False, False, False, False, False]","['Go', 'JavaScript', 'PHP', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'Android', 'Drupal', 'Mac OS', 'Windows Desktop or Server', 'WordPress', 'Firebase', 'Atom', 'PHPStorm', 'MacOS']"
25865,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, True, False, False, False, False, False]","['Full-stack developer', 'Student']","[False, False, False, False, False, False, False, False, False, True, False]","['Assembly', 'C', 'C++', 'Java', 'JavaScript', 'Objective-C', 'PHP', 'Python', 'SQL', 'TypeScript', 'HTML', 'CSS', 'Bash/Shell', 'MongoDB', 'SQL Server', 'MySQL', 'PostgreSQL', 'Amazon DynamoDB', 'Android', 'AWS', 'Google Cloud Platform/App Engine', 'iOS', 'Linux', 'Mac OS', 'Windows Desktop or Server', 'Firebase', 'Atom', 'Eclipse', 'Notepad++', 'Sublime Text', 'Vim', 'Windows']"
26311,True,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, True, False, False]","['Back-end developer', 'Embedded applications or devices developer', 'Game or graphics developer']","[True, False, False, False, False, False, False, False, False, False, False]","['C', 'Java', 'Lua', 'Android', 'Linux', 'Android Studio', 'Eclipse', 'Notepad++', 'Sublime Text', 'Vim', 'Linux-based']"
